,date,closing price
0,2010-01-04,2640
1,2010-01-05,2690
2,2010-01-06,2730
3,2010-01-07,2770
4,2010-01-08,2790
5,2010-01-12,2880
6,2010-01-13,2840
7,2010-01-14,2840
8,2010-01-15,2880
9,2010-01-18,2880
10,2010-01-19,2860
11,2010-01-20,2950
12,2010-01-21,2980
13,2010-01-22,3000
14,2010-01-25,2960
15,2010-01-26,2830
16,2010-01-27,2820
17,2010-01-28,2840
18,2010-01-29,2790
19,2010-02-01,2750
20,2010-02-02,2750
21,2010-02-03,2770
22,2010-02-04,2800
23,2010-02-05,2730
24,2010-02-08,2700
25,2010-02-09,2710
26,2010-02-10,2700
27,2010-02-12,2700
28,2010-02-15,2660
29,2010-02-16,2680
30,2010-02-17,2710
31,2010-02-18,2720
32,2010-02-19,2750
33,2010-02-22,2830
34,2010-02-23,2840
35,2010-02-24,2800
36,2010-02-25,2780
37,2010-02-26,2770
38,2010-03-01,2750
39,2010-03-02,2790
40,2010-03-03,2770
41,2010-03-04,2770
42,2010-03-05,2800
43,2010-03-08,2790
44,2010-03-09,2760
45,2010-03-10,2730
46,2010-03-11,2740
47,2010-03-12,2740
48,2010-03-15,2760
49,2010-03-16,2730
50,2010-03-17,2750
51,2010-03-18,2740
52,2010-03-19,2740
53,2010-03-23,2730
54,2010-03-24,2750
55,2010-03-25,2740
56,2010-03-26,2760
57,2010-03-29,2760
58,2010-03-30,2830
59,2010-03-31,2830
60,2010-04-01,2830
61,2010-04-02,2820
62,2010-04-05,2830
63,2010-04-06,2830
64,2010-04-07,2830
65,2010-04-08,2830
66,2010-04-09,2830
67,2010-04-12,2830
68,2010-04-13,2820
69,2010-04-14,2820
70,2010-04-15,2830
71,2010-04-16,2820
72,2010-04-19,2790
73,2010-04-20,2790
74,2010-04-21,2810
75,2010-04-22,2770
76,2010-04-23,2780
77,2010-04-26,2810
78,2010-04-27,2790
79,2010-04-28,2760
80,2010-04-30,2780
81,2010-05-06,2700
82,2010-05-07,2620
83,2010-05-10,2680
84,2010-05-11,2660
85,2010-05-12,2660
86,2010-05-13,2690
87,2010-05-14,2670
88,2010-05-17,2520
89,2010-05-18,2490
90,2010-05-19,2420
91,2010-05-20,2400
92,2010-05-21,2330
93,2010-05-24,2290
94,2010-05-25,2270
95,2010-05-26,2200
96,2010-05-27,2120
97,2010-05-28,2210
98,2010-05-31,2200
99,2010-06-01,2220
100,2010-06-02,2200
101,2010-06-03,2210
102,2010-06-04,2250
103,2010-06-07,2170
104,2010-06-08,2150
105,2010-06-09,2150
106,2010-06-10,2210
107,2010-06-11,2220
108,2010-06-14,2310
109,2010-06-15,2350
110,2010-06-16,2380
111,2010-06-17,2370
112,2010-06-18,2400
113,2010-06-21,2480
114,2010-06-22,2560
115,2010-06-23,2570
116,2010-06-24,2540
117,2010-06-25,2510
118,2010-06-28,2500
119,2010-06-29,2550
120,2010-06-30,2520
121,2010-07-01,2490
122,2010-07-02,2440
123,2010-07-05,2420
124,2010-07-06,2430
125,2010-07-07,2430
126,2010-07-08,2450
127,2010-07-09,2420
128,2010-07-12,2400
129,2010-07-13,2390
130,2010-07-14,2360
131,2010-07-15,2310
132,2010-07-16,2280
133,2010-07-20,2230
134,2010-07-21,2190
135,2010-07-22,2170
136,2010-07-23,2220
137,2010-07-26,2280
138,2010-07-27,2370
139,2010-07-28,2430
140,2010-07-29,2410
141,2010-07-30,2350
142,2010-08-02,2350
143,2010-08-03,2350
144,2010-08-04,2270
145,2010-08-05,2270
146,2010-08-06,2270
147,2010-08-09,2270
148,2010-08-10,2260
149,2010-08-11,2180
150,2010-08-12,2190
151,2010-08-13,2210
152,2010-08-16,2180
153,2010-08-17,2190
154,2010-08-18,2260
155,2010-08-19,2270
156,2010-08-20,2230
157,2010-08-23,2260
158,2010-08-24,2290
159,2010-08-25,2320
160,2010-08-26,2240
161,2010-08-27,2300
162,2010-08-30,2350
163,2010-08-31,2280
164,2010-09-01,2320
165,2010-09-02,2300
166,2010-09-03,2300
167,2010-09-06,2340
168,2010-09-07,2340
169,2010-09-08,2260
170,2010-09-09,2260
171,2010-09-10,2270
172,2010-09-13,2300
173,2010-09-14,2280
