,date,closing price
0,2018-01-04,3050
1,2018-01-05,3065
2,2018-01-09,2995
3,2018-01-10,3050
4,2018-01-11,3305
5,2018-01-12,3200
6,2018-01-15,3295
7,2018-01-16,3285
8,2018-01-17,3210
9,2018-01-18,3100
10,2018-01-19,3155
11,2018-01-22,3170
12,2018-01-23,3110
13,2018-01-24,3165
14,2018-01-25,3125
15,2018-01-26,3140
16,2018-01-29,3020
17,2018-01-30,2900
18,2018-01-31,3005
19,2018-02-01,3020
20,2018-02-02,3000
21,2018-02-05,2948
22,2018-02-06,2604
23,2018-02-07,2606
24,2018-02-08,2748
25,2018-02-09,2680
26,2018-02-13,2620
27,2018-02-14,2509
28,2018-02-15,2730
29,2018-02-16,2685
30,2018-02-19,2657
31,2018-02-20,2679
32,2018-02-21,2637
33,2018-02-22,2613
34,2018-02-23,2563
35,2018-02-26,2661
36,2018-02-27,2637
37,2018-02-28,2716
38,2018-03-01,2797
39,2018-03-02,2673
40,2018-03-05,2667
41,2018-03-06,2732
42,2018-03-07,2729
43,2018-03-08,2739
44,2018-03-09,2890
45,2018-03-12,2935
46,2018-03-13,2910
47,2018-03-14,2881
48,2018-03-15,3015
49,2018-03-16,2890
50,2018-03-19,2755
51,2018-03-20,2715
52,2018-03-22,2655
53,2018-03-23,2596
54,2018-03-26,2592
55,2018-03-27,2684
56,2018-03-28,2707
57,2018-03-29,2851
58,2018-03-30,3010
59,2018-04-02,2948
60,2018-04-03,2885
61,2018-04-04,2894
62,2018-04-05,2741
63,2018-04-06,2754
64,2018-04-09,2824
65,2018-04-10,2921
66,2018-04-11,2956
67,2018-04-12,2916
68,2018-04-13,2925
69,2018-04-16,2697
70,2018-04-17,2622
71,2018-04-18,2642
72,2018-04-19,2581
73,2018-04-20,2650
74,2018-04-23,2673
75,2018-04-24,2630
76,2018-04-25,2667
77,2018-04-26,2570
78,2018-04-27,2570
79,2018-05-01,2574
80,2018-05-02,2575
81,2018-05-07,2665
82,2018-05-08,2670
83,2018-05-09,2641
84,2018-05-10,2431
85,2018-05-11,2404
86,2018-05-14,2514
87,2018-05-15,2419
88,2018-05-16,1919
89,2018-05-17,1972
90,2018-05-18,2066
91,2018-05-21,2254
92,2018-05-22,2432
93,2018-05-23,2544
94,2018-05-24,2600
95,2018-05-25,2591
96,2018-05-28,2745
97,2018-05-29,2857
98,2018-05-30,2779
99,2018-05-31,2855
100,2018-06-01,2641
101,2018-06-04,2728
102,2018-06-05,2593
103,2018-06-06,2560
104,2018-06-07,2651
105,2018-06-08,2600
106,2018-06-11,2610
107,2018-06-12,2602
108,2018-06-13,2590
109,2018-06-14,2506
110,2018-06-15,2555
111,2018-06-18,2501
112,2018-06-19,2412
113,2018-06-20,2323
114,2018-06-21,2200
115,2018-06-22,2188
116,2018-06-25,2055
117,2018-06-26,2200
118,2018-06-27,2201
119,2018-06-28,2201
120,2018-06-29,2307
121,2018-07-02,2195
122,2018-07-03,2166
123,2018-07-04,2137
124,2018-07-05,2040
125,2018-07-06,2137
126,2018-07-09,2210
127,2018-07-10,2137
128,2018-07-11,2069
129,2018-07-12,2057
130,2018-07-13,2066
131,2018-07-17,2062
132,2018-07-18,2034
133,2018-07-19,2195
134,2018-07-20,2163
135,2018-07-23,2128
136,2018-07-24,2088
137,2018-07-25,2132
138,2018-07-26,2113
139,2018-07-27,2085
140,2018-07-30,2063
141,2018-07-31,2053
142,2018-08-01,2049
143,2018-08-02,2039
144,2018-08-03,2015
145,2018-08-06,1990
146,2018-08-07,1952
147,2018-08-08,1939
148,2018-08-09,1928
149,2018-08-10,1917
150,2018-08-13,1815
151,2018-08-14,1911
152,2018-08-15,1511
153,2018-08-16,1375
154,2018-08-17,1365
155,2018-08-20,1420
156,2018-08-21,1343
157,2018-08-22,1381
158,2018-08-23,1366
159,2018-08-24,1381
160,2018-08-27,1419
161,2018-08-28,1410
162,2018-08-29,1437
163,2018-08-30,1462
164,2018-08-31,1617
165,2018-09-03,1592
166,2018-09-04,1561
167,2018-09-05,1530
168,2018-09-06,1428
169,2018-09-07,1399
170,2018-09-10,1420
171,2018-09-11,1447
172,2018-09-12,1451
173,2018-09-13,1331
174,2018-09-14,1342
175,2018-09-18,1352
176,2018-09-19,1398
177,2018-09-20,1398
178,2018-09-21,1426
179,2018-09-25,1421
180,2018-09-26,1433
181,2018-09-27,1441
182,2018-09-28,1420
183,2018-10-01,1414
184,2018-10-02,1381
185,2018-10-03,1300
186,2018-10-04,1242
187,2018-10-05,1234
188,2018-10-09,1188
189,2018-10-10,1191
190,2018-10-11,1166
191,2018-10-12,1185
192,2018-10-15,1167
193,2018-10-16,1149
194,2018-10-17,1192
195,2018-10-18,1165
196,2018-10-19,1133
197,2018-10-22,1077
198,2018-10-23,1028
199,2018-10-24,1039
200,2018-10-25,978
201,2018-10-26,946
202,2018-10-29,879
203,2018-10-30,894
204,2018-10-31,950
205,2018-11-01,902
206,2018-11-02,953
207,2018-11-05,1103
208,2018-11-06,1023
209,2018-11-07,998
210,2018-11-08,1009
211,2018-11-09,1033
212,2018-11-12,989
