,date,closing price
0,2018-01-04,1266
1,2018-01-05,1267
2,2018-01-09,1282
3,2018-01-10,1276
4,2018-01-11,1288
5,2018-01-12,1287
6,2018-01-15,1277
7,2018-01-16,1263
8,2018-01-17,1261
9,2018-01-18,1241
10,2018-01-19,1258
11,2018-01-22,1262
12,2018-01-23,1280
13,2018-01-24,1267
14,2018-01-25,1252
15,2018-01-26,1240
16,2018-01-29,1249
17,2018-01-30,1246
18,2018-01-31,1229
19,2018-02-01,1370
20,2018-02-02,1387
21,2018-02-05,1321
22,2018-02-06,1224
23,2018-02-07,1213
24,2018-02-08,1197
25,2018-02-09,1142
26,2018-02-13,1130
27,2018-02-14,1129
28,2018-02-15,1153
29,2018-02-16,1166
30,2018-02-19,1211
31,2018-02-20,1222
32,2018-02-21,1232
33,2018-02-22,1237
34,2018-02-23,1246
35,2018-02-26,1233
36,2018-02-27,1223
37,2018-02-28,1214
38,2018-03-01,1208
39,2018-03-02,1179
40,2018-03-05,1189
41,2018-03-06,1171
42,2018-03-07,1188
43,2018-03-08,1179
44,2018-03-09,1205
45,2018-03-12,1225
46,2018-03-13,1232
47,2018-03-14,1249
48,2018-03-15,1238
49,2018-03-16,1205
50,2018-03-19,1200
51,2018-03-20,1184
52,2018-03-22,1181
53,2018-03-23,1153
54,2018-03-26,1139
55,2018-03-27,1181
56,2018-03-28,1156
57,2018-03-29,1165
58,2018-03-30,1190
59,2018-04-02,1175
60,2018-04-03,1167
61,2018-04-04,1180
62,2018-04-05,1165
63,2018-04-06,1160
64,2018-04-09,1178
65,2018-04-10,1182
66,2018-04-11,1176
67,2018-04-12,1179
68,2018-04-13,1180
69,2018-04-16,1190
70,2018-04-17,1201
71,2018-04-18,1204
72,2018-04-19,1208
73,2018-04-20,1203
74,2018-04-23,1191
75,2018-04-24,1217
76,2018-04-25,1211
77,2018-04-26,1215
78,2018-04-27,1221
79,2018-05-01,1235
80,2018-05-02,1239
81,2018-05-07,1224
82,2018-05-08,1234
83,2018-05-09,1201
84,2018-05-10,1202
85,2018-05-11,1213
86,2018-05-14,1189
87,2018-05-15,1220
88,2018-05-16,1216
89,2018-05-17,1200
90,2018-05-18,1198
91,2018-05-21,1184
92,2018-05-22,1181
93,2018-05-23,1195
94,2018-05-24,1211
95,2018-05-25,1173
96,2018-05-28,1178
97,2018-05-29,1190
98,2018-05-30,1149
99,2018-05-31,1131
100,2018-06-01,1136
101,2018-06-04,1140
102,2018-06-05,1146
103,2018-06-06,1158
104,2018-06-07,1173
105,2018-06-08,1170
106,2018-06-11,1183
107,2018-06-12,1182
108,2018-06-13,1160
109,2018-06-14,1157
110,2018-06-15,1129
111,2018-06-18,1123
112,2018-06-19,1089
113,2018-06-20,1108
114,2018-06-21,1108
115,2018-06-22,1134
116,2018-06-25,1116
117,2018-06-26,1132
118,2018-06-27,1142
119,2018-06-28,1128
120,2018-06-29,1121
121,2018-07-02,1115
122,2018-07-03,1087
123,2018-07-04,1105
124,2018-07-05,1081
125,2018-07-06,1086
126,2018-07-09,1123
127,2018-07-10,1125
128,2018-07-11,1107
129,2018-07-12,1094
130,2018-07-13,1118
131,2018-07-17,1139
132,2018-07-18,1131
133,2018-07-19,1125
134,2018-07-20,1114
135,2018-07-23,1103
136,2018-07-24,1127
137,2018-07-25,1120
138,2018-07-26,1147
139,2018-07-27,1152
140,2018-07-30,1108
141,2018-07-31,1136
142,2018-08-01,1148
143,2018-08-02,1152
144,2018-08-03,1133
145,2018-08-06,1124
146,2018-08-07,1136
147,2018-08-08,1141
148,2018-08-09,1114
149,2018-08-10,1094
150,2018-08-13,1087
151,2018-08-14,1082
152,2018-08-15,1056
153,2018-08-16,1048
154,2018-08-17,1057
155,2018-08-20,1052
156,2018-08-21,1044
157,2018-08-22,1054
158,2018-08-23,1061
159,2018-08-24,1053
160,2018-08-27,1058
161,2018-08-28,1066
162,2018-08-29,1061
163,2018-08-30,1066
164,2018-08-31,1093
165,2018-09-03,1058
166,2018-09-04,1062
167,2018-09-05,1084
168,2018-09-06,1086
169,2018-09-07,1070
170,2018-09-10,1095
171,2018-09-11,1091
172,2018-09-12,1096
173,2018-09-13,1072
174,2018-09-14,1080
175,2018-09-18,1086
176,2018-09-19,1105
177,2018-09-20,1084
178,2018-09-21,1115
179,2018-09-25,1126
180,2018-09-26,1114
181,2018-09-27,1094
182,2018-09-28,1092
183,2018-10-01,1072
184,2018-10-02,1091
185,2018-10-03,1080
186,2018-10-04,1078
187,2018-10-05,1070
188,2018-10-09,1104
189,2018-10-10,1085
190,2018-10-11,1030
191,2018-10-12,1015
192,2018-10-15,996
193,2018-10-16,1013
194,2018-10-17,1030
195,2018-10-18,1037
196,2018-10-19,1028
197,2018-10-22,1020
198,2018-10-23,1000
199,2018-10-24,1005
200,2018-10-25,965
201,2018-10-26,944
202,2018-10-29,941
203,2018-10-30,979
204,2018-10-31,1028
205,2018-11-01,1003
206,2018-11-02,996
207,2018-11-05,989
208,2018-11-06,992
209,2018-11-07,988
210,2018-11-08,1004
211,2018-11-09,998
212,2018-11-12,996
213,2018-11-13,995
214,2018-11-14,992
215,2018-11-15,994
216,2018-11-16,982
217,2018-11-19,977
218,2018-11-20,996
219,2018-11-21,995
220,2018-11-22,983
221,2018-11-26,1007
222,2018-11-27,1039
223,2018-11-28,1041
224,2018-11-29,1058
225,2018-11-30,1041
226,2018-12-03,1050
227,2018-12-04,1015
228,2018-12-05,1011
229,2018-12-06,991
230,2018-12-07,1010
231,2018-12-10,984
232,2018-12-11,963
233,2018-12-12,955
234,2018-12-13,967
235,2018-12-14,941
236,2018-12-17,923
237,2018-12-18,898
238,2018-12-19,892
239,2018-12-20,879
240,2018-12-21,855
241,2018-12-25,820
242,2018-12-26,833
243,2018-12-27,871
244,2018-12-28,865
