,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2018-01-04,4740,4745,4625,4730,67800,4730
1,2018-01-05,4730,4820,4710,4820,90900,4820
2,2018-01-09,4815,4920,4815,4865,88500,4865
3,2018-01-10,4850,4900,4800,4840,56900,4840
4,2018-01-11,4785,4930,4730,4900,80900,4900
5,2018-01-12,4930,4960,4855,4915,78200,4915
6,2018-01-15,4915,4955,4860,4940,38100,4940
7,2018-01-16,4920,4925,4880,4920,30500,4920
8,2018-01-17,4900,4965,4895,4910,36700,4910
9,2018-01-18,4905,4925,4830,4830,62100,4830
10,2018-01-19,4820,4940,4810,4905,48400,4905
11,2018-01-22,4920,4930,4865,4915,31800,4915
12,2018-01-23,4930,4955,4895,4905,34900,4905
13,2018-01-24,4900,4925,4875,4885,32600,4885
14,2018-01-25,4880,4915,4795,4810,71800,4810
15,2018-01-26,4870,4910,4820,4820,42700,4820
16,2018-01-29,4850,4850,4765,4815,43200,4815
17,2018-01-30,4815,4875,4710,4730,61600,4730
18,2018-01-31,4675,4780,4645,4650,54300,4650
19,2018-02-01,4650,4795,4650,4775,79500,4775
20,2018-02-02,4725,4755,4650,4685,78500,4685
21,2018-02-05,4550,4595,4485,4545,110400,4545
22,2018-02-06,4165,4265,4010,4135,124600,4135
23,2018-02-07,4275,4380,4170,4170,57500,4170
24,2018-02-08,4170,4210,4055,4095,123100,4095
25,2018-02-09,3805,4120,3780,4085,196600,4085
26,2018-02-13,4155,4335,4130,4135,152700,4135
27,2018-02-14,4205,4400,4105,4180,181800,4180
28,2018-02-15,4210,4240,4055,4080,108900,4080
29,2018-02-16,4095,4170,4080,4090,49500,4090
30,2018-02-19,4180,4345,4180,4345,47600,4345
31,2018-02-20,4325,4385,4260,4370,46500,4370
32,2018-02-21,4385,4435,4335,4380,35700,4380
33,2018-02-22,4330,4340,4210,4230,52400,4230
34,2018-02-23,4235,4275,4235,4270,18200,4270
35,2018-02-26,4305,4325,4225,4255,36900,4255
36,2018-02-27,4290,4315,4235,4245,36500,4245
37,2018-02-28,4245,4390,4245,4350,64900,4350
38,2018-03-01,4325,4355,4255,4305,76300,4305
39,2018-03-02,4235,4335,4210,4300,69800,4300
40,2018-03-05,4260,4300,4055,4060,46500,4060
41,2018-03-06,4200,4215,4095,4110,61700,4110
42,2018-03-07,4110,4130,4025,4040,53000,4040
43,2018-03-08,4090,4100,3960,3985,72600,3985
44,2018-03-09,4000,4050,3960,3990,70100,3990
45,2018-03-12,4035,4095,4015,4050,34400,4050
46,2018-03-13,4045,4050,3995,4050,30900,4050
47,2018-03-14,4050,4050,3970,4025,51200,4025
48,2018-03-15,4030,4065,3990,4055,51000,4055
49,2018-03-16,4075,4100,3995,4015,39900,4015
50,2018-03-19,4000,4020,3935,3985,43400,3985
51,2018-03-20,3915,3960,3855,3880,56400,3880
