,date,start price,highest price,cheapest price,closing price,yield,fixed closing price
0,2018-01-04,335,335,325,329,255300,329
1,2018-01-05,329,331,328,330,221100,330
2,2018-01-09,331,338,330,331,251400,331
3,2018-01-10,333,333,328,328,133100,328
4,2018-01-11,326,335,326,330,227100,330
5,2018-01-12,329,331,326,327,149600,327
6,2018-01-15,330,332,327,327,142200,327
7,2018-01-16,329,332,327,328,122700,328
8,2018-01-17,328,330,327,328,138200,328
9,2018-01-18,329,329,322,322,188300,322
10,2018-01-19,322,322,313,314,251500,314
11,2018-01-22,313,317,312,317,155600,317
12,2018-01-23,320,322,317,319,125600,319
13,2018-01-24,319,322,315,319,129100,319
14,2018-01-25,319,319,316,316,83800,316
15,2018-01-26,317,320,317,317,100600,317
16,2018-01-29,322,326,319,324,308200,324
17,2018-01-30,395,404,395,404,2433000,404
18,2018-01-31,396,425,377,415,7463600,415
19,2018-02-01,423,427,394,406,2107600,406
20,2018-02-02,410,476,397,457,7051200,457
21,2018-02-05,433,473,424,459,4328100,459
22,2018-02-06,419,445,379,411,3820900,411
23,2018-02-07,431,439,388,399,2401600,399
24,2018-02-08,407,415,386,399,1430200,399
25,2018-02-09,367,390,366,380,1333200,380
26,2018-02-13,398,401,373,375,1193000,375
27,2018-02-14,380,382,355,372,1457800,372
28,2018-02-15,384,387,373,375,1101100,375
29,2018-02-16,381,411,376,400,1712300,400
30,2018-02-19,414,417,403,415,1141300,415
31,2018-02-20,418,422,403,405,1006700,405
32,2018-02-21,401,410,393,402,975700,402
33,2018-02-22,410,417,396,407,1782300,407
34,2018-02-23,409,438,407,431,1831900,431
35,2018-02-26,447,448,418,418,1814800,418
36,2018-02-27,425,427,410,410,897300,410
37,2018-02-28,409,420,405,414,699800,414
38,2018-03-01,414,426,408,420,1064300,420
39,2018-03-02,404,411,402,406,735100,406
40,2018-03-05,406,410,377,381,1041300,381
41,2018-03-06,394,395,386,391,776600,391
42,2018-03-07,392,392,379,380,647700,380
43,2018-03-08,384,386,379,380,406700,380
44,2018-03-09,380,388,377,380,825300,380
45,2018-03-12,385,394,382,385,589400,385
46,2018-03-13,382,387,380,387,531000,387
47,2018-03-14,348,354,334,339,3708500,339
48,2018-03-15,340,341,331,335,1534300,335
49,2018-03-16,335,335,325,325,1280300,325
50,2018-03-19,330,330,318,320,1443600,320
51,2018-03-20,316,317,310,313,955700,313
52,2018-03-22,315,321,311,319,488400,319
53,2018-03-23,303,307,298,300,869100,300
54,2018-03-26,295,301,290,301,635600,301
55,2018-03-27,301,308,301,308,382400,308
56,2018-03-28,301,306,300,304,338000,304
57,2018-03-29,308,309,299,302,449900,302
58,2018-03-30,304,308,301,308,483900,308
59,2018-04-02,306,309,303,305,314900,305
60,2018-04-03,301,305,300,303,313600,303
61,2018-04-04,305,308,301,305,399000,305
62,2018-04-05,305,306,301,303,274000,303
63,2018-04-06,303,305,300,302,288400,302
64,2018-04-09,300,301,296,300,341000,300
65,2018-04-10,299,304,299,302,236700,302
66,2018-04-11,304,306,299,299,248200,299
67,2018-04-12,299,304,298,304,193900,304
68,2018-04-13,305,312,304,310,448200,310
69,2018-04-16,310,313,303,305,405900,305
70,2018-04-17,304,308,298,302,268600,302
71,2018-04-18,302,309,302,309,232700,309
72,2018-04-19,308,318,308,313,368600,313
73,2018-04-20,311,315,311,315,223300,315
74,2018-04-23,313,315,311,312,141200,312
75,2018-04-24,313,318,311,317,273900,317
76,2018-04-25,314,316,312,313,196700,313
77,2018-04-26,313,314,309,310,247100,310
78,2018-04-27,310,310,305,305,214400,305
79,2018-05-01,307,309,303,306,169900,306
80,2018-05-02,306,309,306,307,160400,307
81,2018-05-07,308,316,308,315,325900,315
82,2018-05-08,320,323,317,318,388400,318
83,2018-05-09,318,319,313,315,222500,315
84,2018-05-10,316,322,315,319,292900,319
85,2018-05-11,318,322,315,318,304700,318
86,2018-05-14,328,329,324,326,504500,326
87,2018-05-15,326,326,315,317,425500,317
88,2018-05-16,316,322,316,321,218300,321
89,2018-05-17,322,327,321,326,373700,326
90,2018-05-18,330,330,325,326,215400,326
91,2018-05-21,326,328,322,324,233400,324
92,2018-05-22,325,327,321,323,252100,323
93,2018-05-23,321,323,318,319,203800,319
94,2018-05-24,324,324,311,312,260400,312
95,2018-05-25,312,315,309,311,136600,311
96,2018-05-28,311,313,309,310,72100,310
97,2018-05-29,308,309,298,300,478600,300
98,2018-05-30,295,300,295,300,200500,300
99,2018-05-31,303,306,301,304,141500,304
100,2018-06-01,301,307,301,305,138700,305
101,2018-06-04,307,312,303,310,194600,310
102,2018-06-05,311,311,304,305,84200,305
103,2018-06-06,303,311,303,308,105300,308
104,2018-06-07,307,314,307,313,119800,313
105,2018-06-08,310,314,310,311,145300,311
106,2018-06-11,311,319,311,315,160700,315
107,2018-06-12,319,319,314,316,97700,316
108,2018-06-13,314,318,313,317,114400,317
109,2018-06-14,316,318,312,318,133900,318
110,2018-06-15,318,319,313,313,163700,313
111,2018-06-18,314,316,309,312,151300,312
112,2018-06-19,313,313,303,304,148100,304
113,2018-06-20,304,308,296,307,171800,307
114,2018-06-21,305,308,303,307,93500,307
115,2018-06-22,304,306,302,305,58200,305
116,2018-06-25,305,309,297,299,190100,299
117,2018-06-26,298,298,288,294,279800,294
118,2018-06-27,294,295,290,294,114300,294
119,2018-06-28,293,293,287,291,210400,291
120,2018-06-29,291,292,287,289,125700,289
121,2018-07-02,289,294,288,288,146800,288
122,2018-07-03,288,291,284,286,125600,286
123,2018-07-04,282,284,280,281,153300,281
124,2018-07-05,279,282,272,272,180000,272
125,2018-07-06,273,278,269,276,336000,276
126,2018-07-09,277,280,276,280,85500,280
127,2018-07-10,283,287,281,282,120800,282
128,2018-07-11,282,282,275,276,82200,276
129,2018-07-12,278,280,276,278,50600,278
130,2018-07-13,282,285,278,284,122100,284
131,2018-07-17,285,292,285,290,219000,290
132,2018-07-18,296,301,292,298,212100,298
133,2018-07-19,300,301,298,299,176300,299
134,2018-07-20,300,305,297,302,232500,302
135,2018-07-23,308,318,302,316,651500,316
136,2018-07-24,309,312,280,308,550800,308
137,2018-07-25,310,317,308,312,258300,312
138,2018-07-26,319,331,316,327,850700,327
139,2018-07-27,325,330,322,325,290000,325
140,2018-07-30,322,327,322,325,187000,325
141,2018-07-31,323,331,321,328,307600,328
142,2018-08-01,328,332,327,331,255800,331
143,2018-08-02,333,338,329,330,548300,330
144,2018-08-03,328,329,314,314,290200,314
145,2018-08-06,316,324,316,318,136000,318
146,2018-08-07,315,323,315,320,130100,320
147,2018-08-08,321,328,320,324,185100,324
148,2018-08-09,320,326,318,322,120200,322
149,2018-08-10,322,327,319,320,101500,320
150,2018-08-13,315,317,307,308,138500,308
151,2018-08-14,315,317,306,307,206300,307
152,2018-08-15,308,309,303,304,127600,304
153,2018-08-16,302,306,296,301,206000,301
154,2018-08-17,301,306,301,304,100800,304
155,2018-08-20,304,305,302,302,87800,302
156,2018-08-21,302,303,299,299,106600,299
157,2018-08-22,299,305,299,302,108900,302
158,2018-08-23,302,306,302,303,123200,303
159,2018-08-24,303,307,302,304,140900,304
160,2018-08-27,305,312,305,308,126500,308
161,2018-08-28,310,314,307,308,103300,308
162,2018-08-29,309,315,309,315,130400,315
163,2018-08-30,318,318,312,313,108000,313
164,2018-08-31,310,313,308,309,90600,309
165,2018-09-03,309,309,301,303,108000,303
166,2018-09-04,304,304,301,301,67600,301
167,2018-09-05,300,304,299,299,120900,299
168,2018-09-06,298,302,297,298,130200,298
169,2018-09-07,290,295,288,292,198100,292
170,2018-09-10,292,299,292,294,97000,294
171,2018-09-11,294,295,291,291,116400,291
172,2018-09-12,293,296,290,294,149000,294
173,2018-09-13,292,298,292,295,99300,295
174,2018-09-14,291,299,291,298,186800,298
175,2018-09-18,297,300,295,298,116800,298
176,2018-09-19,301,304,300,300,136500,300
177,2018-09-20,302,302,297,298,131500,298
178,2018-09-21,298,302,297,298,152300,298
179,2018-09-25,299,303,299,303,257400,303
180,2018-09-26,302,310,302,310,147900,310
181,2018-09-27,310,310,303,304,123500,304
182,2018-09-28,308,310,304,305,175000,305
183,2018-10-01,305,313,305,311,118000,311
184,2018-10-02,314,317,310,310,100900,310
185,2018-10-03,310,310,305,305,97800,305
186,2018-10-04,308,313,304,307,136300,307
187,2018-10-05,306,306,301,302,89100,302
188,2018-10-09,302,302,291,292,202900,292
189,2018-10-10,293,299,293,295,96100,295
190,2018-10-11,281,287,277,279,269000,279
191,2018-10-12,278,286,278,285,130700,285
192,2018-10-15,285,288,278,278,200100,278
193,2018-10-16,278,280,276,276,99500,276
194,2018-10-17,278,283,278,283,68000,283
195,2018-10-18,283,290,280,282,115100,282
196,2018-10-19,280,282,279,280,85100,280
197,2018-10-22,279,281,278,280,51900,280
198,2018-10-23,278,279,275,275,110700,275
199,2018-10-24,277,277,272,273,114500,273
200,2018-10-25,269,270,264,265,188500,265
201,2018-10-26,267,268,250,251,256200,251
202,2018-10-29,254,255,244,245,232000,245
203,2018-10-30,239,257,238,257,215500,257
204,2018-10-31,209,224,208,223,1149000,223
205,2018-11-01,220,221,217,217,363400,217
206,2018-11-02,224,225,217,222,283000,222
207,2018-11-05,223,231,222,225,241600,225
208,2018-11-06,226,229,225,227,114000,227
209,2018-11-07,228,232,226,228,140100,228
210,2018-11-08,230,232,226,230,147800,230
211,2018-11-09,230,231,224,229,162200,229
212,2018-11-12,229,232,229,230,65900,230
213,2018-11-13,226,227,221,226,125600,226
214,2018-11-14,226,229,223,224,92600,224
215,2018-11-15,224,224,221,224,118800,224
216,2018-11-16,222,223,217,217,126600,217
217,2018-11-19,218,223,217,223,79400,223
218,2018-11-20,219,221,218,218,45200,218
219,2018-11-21,215,219,214,219,60800,219
220,2018-11-22,219,219,217,217,42600,217
221,2018-11-26,217,220,217,217,68300,217
222,2018-11-27,219,220,216,219,87200,219
223,2018-11-28,220,223,218,220,152500,220
224,2018-11-29,221,223,218,220,95200,220
225,2018-11-30,220,221,217,219,58000,219
226,2018-12-03,221,224,221,223,99800,223
227,2018-12-04,223,224,218,218,69000,218
228,2018-12-05,218,220,217,217,102200,217
229,2018-12-06,215,217,210,213,192000,213
230,2018-12-07,213,215,209,209,109700,209
231,2018-12-10,208,208,201,202,99500,202
232,2018-12-11,202,204,200,200,122300,200
