,date,closing price
0,2017-01-04,1909
1,2017-01-05,1900
2,2017-01-06,1887
3,2017-01-10,1870
4,2017-01-11,1878
5,2017-01-12,1861
6,2017-01-13,1872
7,2017-01-16,1854
8,2017-01-17,1841
9,2017-01-18,1853
10,2017-01-19,1876
11,2017-01-20,1871
12,2017-01-23,1849
13,2017-01-24,1830
14,2017-01-25,1853
15,2017-01-26,1876
16,2017-01-27,1885
17,2017-01-30,1889
18,2017-01-31,1869
19,2017-02-01,1990
20,2017-02-02,1937
21,2017-02-03,1945
22,2017-02-06,1954
23,2017-02-07,1921
24,2017-02-08,1933
25,2017-02-09,1909
26,2017-02-10,1974
27,2017-02-13,1994
28,2017-02-14,1997
29,2017-02-15,2022
30,2017-02-16,2002
31,2017-02-17,1981
32,2017-02-20,1985
33,2017-02-21,2012
34,2017-02-22,2005
35,2017-02-23,1987
36,2017-02-24,2006
37,2017-02-27,1999
38,2017-02-28,1997
39,2017-03-01,2021
40,2017-03-02,2038
41,2017-03-03,2028
42,2017-03-06,2019
43,2017-03-07,2019
44,2017-03-08,2021
45,2017-03-09,2048
46,2017-03-10,2083
47,2017-03-13,2100
48,2017-03-14,2095
49,2017-03-15,2085
50,2017-03-16,2089
51,2017-03-17,2077
52,2017-03-21,2055
53,2017-03-22,2005
54,2017-03-23,2004
55,2017-03-24,2028
56,2017-03-27,1974
57,2017-03-28,2003
58,2017-03-29,1980
59,2017-03-30,2003
60,2017-03-31,1996
61,2017-04-03,2003
62,2017-04-04,1967
63,2017-04-05,1941
64,2017-04-06,1893
65,2017-04-07,1897
66,2017-04-10,1914
67,2017-04-11,1894
68,2017-04-12,1871
69,2017-04-13,1850
70,2017-04-14,1845
71,2017-04-17,1845
72,2017-04-18,1850
73,2017-04-19,1837
74,2017-04-20,1864
75,2017-04-21,1899
76,2017-04-24,1904
77,2017-04-25,1926
78,2017-04-26,1996
79,2017-04-27,1914
80,2017-04-28,1914
81,2017-05-01,1910
82,2017-05-02,1928
83,2017-05-08,1957
84,2017-05-09,1945
85,2017-05-10,1907
86,2017-05-11,1902
87,2017-05-12,1899
88,2017-05-15,1867
89,2017-05-16,1836
90,2017-05-17,1805
91,2017-05-18,1774
92,2017-05-19,1768
93,2017-05-22,1765
94,2017-05-23,1774
95,2017-05-24,1795
96,2017-05-25,1784
97,2017-05-26,1769
98,2017-05-29,1758
99,2017-05-30,1757
100,2017-05-31,1751
101,2017-06-01,1774
102,2017-06-02,1814
103,2017-06-05,1801
104,2017-06-06,1794
105,2017-06-07,1806
106,2017-06-08,1794
107,2017-06-09,1793
108,2017-06-12,1792
109,2017-06-13,1781
110,2017-06-14,1777
111,2017-06-15,1740
112,2017-06-16,1753
113,2017-06-19,1719
114,2017-06-20,1739
115,2017-06-21,1725
116,2017-06-22,1716
117,2017-06-23,1729
118,2017-06-26,1732
119,2017-06-27,1746
120,2017-06-28,1745
121,2017-06-29,1770
122,2017-06-30,1784
123,2017-07-03,1816
124,2017-07-04,1841
125,2017-07-05,1848
126,2017-07-06,1836
127,2017-07-07,1829
128,2017-07-10,1845
129,2017-07-11,1850
130,2017-07-12,1845
131,2017-07-13,1845
132,2017-07-14,1869
133,2017-07-18,1854
134,2017-07-19,1869
135,2017-07-20,1884
136,2017-07-21,1867
137,2017-07-24,1870
138,2017-07-25,1857
139,2017-07-26,1865
140,2017-07-27,1858
141,2017-07-28,1856
142,2017-07-31,1849
143,2017-08-01,1857
144,2017-08-02,1867
145,2017-08-03,1877
146,2017-08-04,1883
147,2017-08-07,1938
148,2017-08-08,1788
149,2017-08-09,1763
150,2017-08-10,1778
151,2017-08-14,1789
152,2017-08-15,1786
153,2017-08-16,1812
154,2017-08-17,1823
155,2017-08-18,1803
156,2017-08-21,1818
157,2017-08-22,1832
158,2017-08-23,1858
159,2017-08-24,1859
160,2017-08-25,1876
161,2017-08-28,1896
162,2017-08-29,1894
163,2017-08-30,1909
164,2017-08-31,1903
165,2017-09-01,1922
166,2017-09-04,1889
167,2017-09-05,1868
168,2017-09-06,1879
169,2017-09-07,1900
170,2017-09-08,1889
171,2017-09-11,1938
172,2017-09-12,1935
173,2017-09-13,1948
174,2017-09-14,1942
175,2017-09-15,1989
176,2017-09-19,2004
177,2017-09-20,2017
178,2017-09-21,2029
179,2017-09-22,2031
180,2017-09-25,2046
181,2017-09-26,2057
182,2017-09-27,1999
183,2017-09-28,2018
184,2017-09-29,2013
185,2017-10-02,2022
186,2017-10-03,2035
187,2017-10-04,2020
188,2017-10-05,2019
189,2017-10-06,2026
190,2017-10-10,2026
191,2017-10-11,2008
192,2017-10-12,2003
193,2017-10-13,1987
194,2017-10-16,1999
195,2017-10-17,2013
196,2017-10-18,2019
197,2017-10-19,2047
198,2017-10-20,2039
199,2017-10-23,2062
200,2017-10-24,2091
201,2017-10-25,2077
202,2017-10-26,2055
203,2017-10-27,2065
204,2017-10-30,2082
205,2017-10-31,2092
206,2017-11-01,2145
207,2017-11-02,2144
208,2017-11-06,2268
209,2017-11-07,2310
210,2017-11-08,2288
211,2017-11-09,2261
212,2017-11-10,2223
213,2017-11-13,2200
214,2017-11-15,2136
215,2017-11-16,2153
216,2017-11-17,2152
217,2017-11-20,2206
218,2017-11-21,2234
219,2017-11-22,2266
220,2017-11-24,2238
221,2017-11-27,2220
222,2017-11-28,2194
223,2017-11-29,2193
224,2017-11-30,2193
225,2017-12-01,2191
226,2017-12-04,2174
227,2017-12-05,2186
228,2017-12-06,2156
229,2017-12-07,2171
230,2017-12-08,2160
231,2017-12-11,2154
232,2017-12-12,2166
233,2017-12-13,2162
234,2017-12-14,2190
235,2017-12-15,2143
236,2017-12-18,2156
237,2017-12-19,2153
238,2017-12-20,2167
239,2017-12-21,2219
240,2017-12-22,2235
241,2017-12-25,2227
242,2017-12-26,2213
243,2017-12-27,2223
244,2017-12-28,2205
245,2017-12-29,2233
