,date,closing price
0,2011-01-06,854.6
1,2011-01-12,868.2
2,2011-01-13,880
3,2011-01-14,855.5
4,2011-01-17,864.6
5,2011-01-18,880
6,2011-01-19,909.1
7,2011-01-20,880
8,2011-01-24,855.5
9,2011-02-07,855.5
10,2011-02-08,862.7
11,2011-02-09,864.6
12,2011-02-10,863.6
13,2011-02-14,856.4
14,2011-02-15,856.4
15,2011-02-16,863.6
16,2011-02-17,871.8
17,2011-02-18,871.8
18,2011-02-25,859.1
19,2011-02-28,859.1
20,2011-03-01,836.4
21,2011-03-03,853.6
22,2011-03-04,840
23,2011-03-10,848.2
24,2011-03-14,850
25,2011-03-15,900
26,2011-03-17,987.3
27,2011-03-18,886.4
28,2011-03-22,890.9
29,2011-03-23,900
30,2011-03-24,891.8
31,2011-03-25,890.9
32,2011-03-28,881.8
33,2011-03-29,868.2
34,2011-03-31,870.9
35,2011-04-01,882.7
36,2011-04-04,882.7
37,2011-04-05,882.7
38,2011-04-06,900
39,2011-04-11,909.1
40,2011-04-12,909.1
41,2011-04-13,912.7
42,2011-04-14,913.6
43,2011-04-15,909.1
44,2011-04-18,918.2
45,2011-04-19,927.3
46,2011-04-20,888.2
47,2011-04-25,890.9
48,2011-04-26,891.8
49,2011-04-27,891.8
50,2011-05-02,908.2
51,2011-05-09,909.1
52,2011-05-10,931.8
53,2011-05-11,933.6
54,2011-05-12,918.2
55,2011-05-13,911.8
56,2011-05-16,925.5
57,2011-05-17,927.3
58,2011-05-18,922.7
59,2011-05-19,909.1
60,2011-05-20,896.4
61,2011-05-23,909.1
62,2011-05-24,909.1
63,2011-05-26,909.1
64,2011-05-30,909.1
65,2011-06-02,909.1
66,2011-06-03,909.1
67,2011-06-06,891.8
68,2011-06-07,900.9
69,2011-06-08,936.4
70,2011-06-09,930.9
71,2011-06-10,909.1
72,2011-06-13,909.1
73,2011-06-14,917.3
74,2011-06-15,910
75,2011-06-16,909.1
76,2011-06-17,917.3
77,2011-06-20,913.6
78,2011-06-28,890.9
79,2011-07-05,883.6
80,2011-07-06,904.6
81,2011-07-13,900.9
82,2011-07-15,908.2
83,2011-07-19,901.8
84,2011-07-20,909.1
85,2011-07-25,895.5
86,2011-07-29,881.8
87,2011-08-02,890.9
88,2011-08-03,882.7
89,2011-08-08,890.9
90,2011-08-09,854.6
91,2011-08-11,877.3
92,2011-08-12,885.5
93,2011-08-15,907.3
94,2011-08-16,904.6
95,2011-08-17,903.6
96,2011-08-18,904.6
97,2011-08-19,908.2
98,2011-08-23,890.9
99,2011-08-24,863.6
100,2011-08-25,872.7
101,2011-08-26,863.6
102,2011-08-30,872.7
103,2011-09-01,886.4
104,2011-09-02,886.4
105,2011-09-06,886.4
106,2011-09-09,874.6
107,2011-09-13,899.1
108,2011-09-14,896.4
109,2011-09-15,904.6
110,2011-09-16,927.3
111,2011-09-20,952.7
112,2011-09-21,963.6
113,2011-09-26,909.1
114,2011-09-27,927.3
115,2011-09-28,920
116,2011-09-30,999
117,2011-10-04,960
118,2011-10-05,989
119,2011-10-06,950
120,2011-10-07,950
121,2011-10-11,952
122,2011-10-12,947
123,2011-10-13,949
124,2011-10-14,969
125,2011-10-17,972
126,2011-10-18,971
127,2011-10-19,966
128,2011-10-20,978
129,2011-10-21,930
130,2011-10-24,900
131,2011-10-26,906
132,2011-11-02,930
133,2011-11-08,930
134,2011-11-09,920
135,2011-11-11,924
136,2011-11-14,936
137,2011-11-15,936
138,2011-11-16,940
139,2011-11-17,938
140,2011-11-18,933
141,2011-11-21,925
142,2011-11-30,938
143,2011-12-01,940
144,2011-12-02,950
145,2011-12-05,948
146,2011-12-06,959
147,2011-12-07,958
148,2011-12-08,960
149,2011-12-09,955
150,2011-12-12,966
151,2011-12-13,970
152,2011-12-14,970
153,2011-12-15,980
154,2011-12-16,981
155,2011-12-19,1030
156,2011-12-20,980
157,2011-12-21,960
158,2011-12-26,945
159,2011-12-27,942
160,2011-12-28,947
161,2011-12-29,937
