,date,closing price
0,2010-01-04,568
1,2010-01-05,564
2,2010-01-06,567
3,2010-01-07,565
4,2010-01-08,578
5,2010-01-12,595
6,2010-01-13,610
7,2010-01-14,605
8,2010-01-15,605
9,2010-01-18,588
10,2010-01-19,597
11,2010-01-20,591
12,2010-01-21,586
13,2010-01-22,586
14,2010-01-25,585
15,2010-01-26,568
16,2010-01-27,559
17,2010-01-28,551
18,2010-01-29,540
19,2010-02-01,532
20,2010-02-02,527
21,2010-02-03,530
22,2010-02-04,553
23,2010-02-05,533
24,2010-02-08,544
25,2010-02-09,539
26,2010-02-10,553
27,2010-02-12,561
28,2010-02-15,568
29,2010-02-16,564
30,2010-02-17,567
31,2010-02-18,562
32,2010-02-19,551
33,2010-02-22,558
34,2010-02-23,561
35,2010-02-24,546
36,2010-02-25,552
37,2010-02-26,552
38,2010-03-01,553
39,2010-03-02,547
40,2010-03-03,549
41,2010-03-04,544
42,2010-03-05,553
43,2010-03-08,558
44,2010-03-09,551
45,2010-03-10,551
46,2010-03-11,557
47,2010-03-12,557
48,2010-03-15,558
49,2010-03-16,560
50,2010-03-17,566
51,2010-03-18,564
52,2010-03-19,568
53,2010-03-23,575
54,2010-03-24,572
55,2010-03-25,574
56,2010-03-26,580
57,2010-03-29,574
58,2010-03-30,589
59,2010-03-31,591
60,2010-04-01,591
61,2010-04-02,594
62,2010-04-05,593
63,2010-04-06,594
64,2010-04-07,594
65,2010-04-08,595
66,2010-04-09,601
67,2010-04-12,592
68,2010-04-13,589
69,2010-04-14,588
70,2010-04-15,590
71,2010-04-16,590
72,2010-04-19,588
73,2010-04-20,588
74,2010-04-21,592
75,2010-04-22,592
76,2010-04-23,592
77,2010-04-26,601
78,2010-04-27,603
79,2010-04-28,590
80,2010-04-30,589
81,2010-05-06,582
82,2010-05-07,556
83,2010-05-10,592
84,2010-05-11,598
85,2010-05-12,588
86,2010-05-13,591
87,2010-05-14,585
88,2010-05-17,574
89,2010-05-18,567
90,2010-05-19,568
91,2010-05-20,568
92,2010-05-21,551
93,2010-05-24,553
94,2010-05-25,536
95,2010-05-26,534
96,2010-05-27,524
97,2010-05-28,532
98,2010-05-31,551
99,2010-06-01,545
100,2010-06-02,544
101,2010-06-03,545
102,2010-06-04,545
103,2010-06-07,532
104,2010-06-08,530
105,2010-06-09,530
106,2010-06-10,532
107,2010-06-11,534
108,2010-06-14,537
109,2010-06-15,529
110,2010-06-16,532
111,2010-06-17,536
112,2010-06-18,537
113,2010-06-21,538
114,2010-06-22,540
115,2010-06-23,535
116,2010-06-24,538
117,2010-06-25,531
118,2010-06-28,527
119,2010-06-29,523
120,2010-06-30,509
121,2010-07-01,509
122,2010-07-02,510
123,2010-07-05,505
124,2010-07-06,515
125,2010-07-07,511
126,2010-07-08,530
127,2010-07-09,528
128,2010-07-12,525
129,2010-07-13,518
130,2010-07-14,521
131,2010-07-15,519
132,2010-07-16,509
133,2010-07-20,510
134,2010-07-21,510
135,2010-07-22,509
136,2010-07-23,510
137,2010-07-26,512
138,2010-07-27,510
139,2010-07-28,512
140,2010-07-29,505
141,2010-07-30,496
142,2010-08-02,498
143,2010-08-03,496
144,2010-08-04,498
145,2010-08-05,493
146,2010-08-06,497
147,2010-08-09,497
148,2010-08-10,502
149,2010-08-11,491
150,2010-08-12,487
151,2010-08-13,487
152,2010-08-16,493
153,2010-08-17,486
154,2010-08-18,489
155,2010-08-19,487
156,2010-08-20,482
157,2010-08-23,476
158,2010-08-24,469
159,2010-08-25,467
160,2010-08-26,469
161,2010-08-27,475
162,2010-08-30,489
163,2010-08-31,477
164,2010-09-01,472
165,2010-09-02,465
166,2010-09-03,468
167,2010-09-06,472
168,2010-09-07,469
169,2010-09-08,461
170,2010-09-09,467
171,2010-09-10,465
172,2010-09-13,466
173,2010-09-14,461
174,2010-09-15,461
175,2010-09-16,459
176,2010-09-17,467
177,2010-09-21,473
178,2010-09-22,475
179,2010-09-24,469
180,2010-09-27,485
181,2010-09-28,482
182,2010-09-29,496
183,2010-09-30,483
184,2010-10-01,481
185,2010-10-04,471
186,2010-10-05,465
187,2010-10-06,471
188,2010-10-07,477
189,2010-10-08,491
190,2010-10-12,481
191,2010-10-13,478
192,2010-10-14,476
193,2010-10-15,467
194,2010-10-18,476
195,2010-10-19,479
196,2010-10-20,476
197,2010-10-21,469
198,2010-10-22,468
199,2010-10-25,483
200,2010-10-26,489
201,2010-10-27,487
202,2010-10-28,480
203,2010-10-29,463
204,2010-11-01,440
205,2010-11-02,448
206,2010-11-04,449
207,2010-11-05,442
208,2010-11-08,436
209,2010-11-09,450
210,2010-11-10,452
211,2010-11-11,454
212,2010-11-12,454
213,2010-11-15,464
214,2010-11-16,464
215,2010-11-17,465
216,2010-11-18,472
217,2010-11-19,474
218,2010-11-22,479
219,2010-11-24,483
220,2010-11-25,489
221,2010-11-26,481
222,2010-11-29,479
223,2010-11-30,475
224,2010-12-01,472
225,2010-12-02,481
226,2010-12-03,479
227,2010-12-06,481
228,2010-12-07,485
229,2010-12-08,495
230,2010-12-09,500
231,2010-12-10,497
232,2010-12-13,500
233,2010-12-14,504
234,2010-12-15,515
235,2010-12-16,511
236,2010-12-17,525
237,2010-12-20,514
238,2010-12-21,518
239,2010-12-22,515
240,2010-12-24,526
241,2010-12-27,525
242,2010-12-28,527
243,2010-12-29,527
244,2010-12-30,529
